logbookID	title	desc	start_date	start_place	end_date	end_place	source	note	change_date	changer	masterIDs	vesselIDs	voyageIDs	master	repositoryID	ID_in_repo	ID_in_repo_alt	url_in_repo	viewer_url	creator	creatorID	thumbnail	citation	other_years	segmentIDs
AL049005	Journal, 1867-1870 Charles W. Morgan	Journal, 1867-1870, kept on board the bark CHARLES W. MORGAN of New Bedford, Mass., George Athearn, master, for a voyage to the Atlantic and Pacific whaling grounds. Contains crew list, inventory of ship's stores, mentions disaster (Ship SUNBEAM of Boston on fire and bark CINCINNATI of Genoa deserted and in sinking condition), made 21 ports-of-call and spoke 43 other vessels.	1867	New Bedford, MA	1870		MSM		2018-09-06	AC	AM0175	AS0089	AV02721	George Athearn	MSM	Log 147		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11717273	https://research.mysticseaport.org/item/l030767			http://images.mysticseaport.org/images/l030767/l030767-009-r.jpg	Log 147, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1867 1868 1869 1870 1871	
AL049006	Journal, 1870-1871 Charles W. Morgan	Journal, 1870-1871, kept by Alvan H. Davis on board the bark CHARLES W. MORGAN of New Bedford, Mass., George Athearn, master for a whaling voyage to the Atlantic whaling grounds. Contains inventory of whale oil, made 3 ports-of-call and spoke 4 other vessels.	1870	New Bedford, MA	1871		MSM		2018-09-06	AC	AM0175	AS0089	AV02721	George Athearn	MSM	Log 148	MR12	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11717270	https://research.mysticseaport.org/item/l030766/	Alvan H. Davis		http://images.mysticseaport.org/images/l030766/l030766-002-r.jpg	Log 148, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1867 1868 1869 1870 1871	
AL049007	Journal, 1881-1886 Charles W. Morgan	Journal, 1881-1886, kept on board the bark CHARLES W. MORGAN of New Bedford, Mass., Charles F. Keith, master for a voyage to the Pacific Ocean whaling grounds. Contains whale stamps and inventory of ship's stores, mentions family (Mrs. Charles F. Keith), made 19 ports-of-call and spoke 16 other vessels.	1881	New Bedford, MA	1886		MSM		2018-09-06	AC	AM2953	AS0089	AV02725	Charles F. Keith	MSM	Log 149		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11717156	https://research.mysticseaport.org/item/l030765/			http://images.mysticseaport.org/images/l030765/l030765-330-r.jpg	Log 149, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1881 1882 1883 1884 1885 1886	
AL049008	Logbook, 1896-1897 Charles W. Morgan	Logbook of the whaleship CHARLES W. MORGAN of New Bedford, Massachusetts, John S. Layton, master, for a voyage from San Francisco to the South Pacific and Okhotsk Sea whaling grounds. Contains whale stamps, mentions assistance rendered to the stranded bark CAPE HORN PIGEON, mutiny, and sickness, made 6 ports-of-call and spoke 10 other vessels during the voyage.	1896	San Francisco, CA	1897		MSM		2018-10-01	AC	AM3062	AS0089	AV02746	John S. Layton	MSM	Log 150	MR11	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11718238	https://research.mysticseaport.org/item/l030790/			http://images.mysticseaport.org/images/l030790/l030790-045-r.jpg	Log 150, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1896 1897	
AL049009	Journal, 1897-1898 Charles W. Morgan	Journal kept by 1st mate E.F. Morgan on board the bark CHARLES W. MORGAN of San Francisco, California, for a voyage to the Pacific Ocean and Okhotsk Sea whaling grounds. Reports death at sea, shipwreck and disaster, contains whale stamps, whale oil inventory, made 4 ports-of-call, and spoke 16 other vessels.	1897	San Francisco, CA	1898		MSM		2018-09-10	AC	AM4287	AS0089	AV02747	Thomas Scullun	MSM	Log 151	MR 67	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11717100	https://research.mysticseaport.org/item/l030764/	E.F. Morgan		http://images.mysticseaport.org/images/l030764/l030764-109-r.jpg	Log 151, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc	1897 1898	
AL049010	Journal, 1901-1902 Charles W. Morgan	Journal, 1901-1902, kept by E.F. Morgan first officer on board the bark CHARLES W. MORGAN of New Bedford, Mass., Thomas Scullan, master, for a voyage to the Japan and Okhotsk Seas whaling grounds. Contains whale stamps, made 2 ports-of-call, and spoke 12 vessels during the voyage.	1901	San Francisco, CA	1902		MSM		2018-09-10	AC	AM4287	AS0089	AV02751	Thomas Scullan	MSM	Log 152		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11719829	https://research.mysticseaport.org/item/l030820/	E.F. Morgan		http://images.mysticseaport.org/images/l030820/l030820-147-r.jpg	Log 152, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1901 1902	
AL049011	Logbook, 1904-1906 Charles W. Morgan	Logbook, 1904-1906, of acts in breach of discipline kept on board the bark CHARLES W. MORGAN of New Bedford, Massachusetts, Edwin J. Reed, master, and E.F. Morgan, mate, for a whaling voyage out of San Francisco, California. Contains description of breaches, punishments, accounts of pay docked, and the United States Consul's (William F. Daly) review of cases involving the more serious charges at Tahiti, Society Islands.	1904	San Francisco, CA	1906		MSM		2018-10-01	AC	AM4045	AS0089	AV02754	Edwin J. Reed	MSM	Log 154	MR 14	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11718186	https://research.mysticseaport.org/item/l030789/			http://images.mysticseaport.org/images/l030789/l030789-40-r.jpg	Log 154, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1904 1905 1906	
AL049012	Journal, 1906-1908 Charles W. Morgan	Journal, 1906-1908, of the bark CHARLES W. MORGAN of New Bedford, Mass., James A. M. Earle, master, for a voyage to South Atlantic and Indian Ocean whaling grounds. Contains whale stamps, illustrations, inventory of sperm oil, inventory of whalebone, made 8 ports-of-call, and spoke 3 vessels during the voyage. Hyram Nye became master at Natal on July 13, 1907.	1906	New Bedford, MA	1908		MSM		2018-09-10	AC	AM1671, AM5716	AS0089	AV02728	James A.M. Earle; Hyram Nye	MSM	Log 155		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11716955	https://research.mysticseaport.org/item/l030762/			http://images.mysticseaport.org/images/l030762/l030762-094-r.jpg	Log 155, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1906 1907 1908	
AL049013	Journal, 1908, April 14 – Aug. 5 Aug. 5 - Andrew Hicks	Logbook kept by Charlotte Church on board the bark ANDREW HICKS of New Bedford, Mass., Charles S. Church, master, for a voyage to the South Pacific Ocean whaling grounds. Contains whale stamps, and spoke 4 vessels during the voyage.	1908	New Bedford, MA	1908		MSM		2018-09-10	AC	AM5595	AS0703	AV00908	Charles S. Church	MSM	Log 156	MR 16	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11719612	https://research.mysticseaport.org/item/l030815/	Charlotte Church		http://images.mysticseaport.org/images/l030815/l030815-105-r.gif	Log 156, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1908 1909 1910	
AL049014	Journal, 1909-1910 Charles W. Morgan	Journal, 1909-1910, kept by Charlotte Church on board the bark CHARLES W. MORGAN of New Bedford, Mass., Charles S. Church, master, for a voyage to the Indian Ocean and South Atlantic whaling grounds. Contains whale stamps and boat stamps, has sheets of barometric graphs, made 1 port-of-call and spoke 4 vessels during the voyage	1909	New Bedford, MA	1910		MSM		2018-09-11	AC	AM0963	AS0089	AV02730	Charles S. Church	MSM	Log 156	MR 16	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11716897	https://research.mysticseaport.org/item/l030761/	Charlotte Church		http://images.mysticseaport.org/images/l030761/l030761-050-r.gif	Log 156, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc	1908 1909 1910	
AL049015	Journal, 1911-1913 Charles W. Morgan	Journal, 1911-1913, kept by William H. Griffith on board the bark CHARLES W. MORGAN of New Bedford, Mass., Charles S. Church, master, for a voyage to the South Atlantic and Indian Ocean whaling grounds. Contains ship stamps and whale stamps, mentions finding ambergris, made 7 ports-of-call, and spoke 16 vessels during the voyage.	1911	New Bedford, MA	1913		MSM		2018-09-10	AC	AM0963	AS0089	AV02733	Charles S. Church	MSM	Log 157	MR 14	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11716841	https://research.mysticseaport.org/item/l030760/	William H. Griffith		http://images.mysticseaport.org/images/l030760/l030760-013-r.jpg	Log 157, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1911 1912 1913	
AL049016	Journal, 1916-1917 Charles W. Morgan	Journal, 1916-1917, kept by John D. Lopes on board the bark CHARLES W. MORGAN of New Bedford Mass., Benjamin D. Cleveland, master, for a voyage to the South Atlantic and Indian Ocean whaling and sealing grounds. Contains crew list and whale stamps, and made 7 ports-of-call.	1916	New Bedford, MA	1917		MSM		2018-09-10	AC	AM1055	AS0089	AV02734	Benjamin D. Cleveland	MSM	Log 159	MR 11	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11716717	https://research.mysticseaport.org/item/l030758/	John D. Lopes		http://images.mysticseaport.org/images/l030758/l030758-002-r.jpg	Log 159, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc	1916 1917	
AL049017	Journal, 1918 Jul 18-1919 Sep 7 Charles W. Morgan	Journal kept on board the bark Charles W. Morgan of New Bedford, Mass., Joseph F. Edwards, master, for a voyage to the Atlantic Ocean whaling grounds. Contains whale stamps. Spoke 7 vessels.	1918	New Bedford, MA	1919		MSM		2018-09-10	AC	AM1708	AS0089	AV02735	Joseph F. Edwards	MSM	Log 160	MR 14	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=12027993	https://research.mysticseaport.org/item/l036681/			http://images.mysticseaport.org/images/l036681/l036681-43-r.jpg	Log 160, Manuscripts Collection, G.W. Blunt White Library, Mystic Seaport Museum, Inc.	1918 1919	
AL049018	Logbook, 1920 Sep 9 – 1921 May 27 Charles W. Morgan	Logbook kept on board the bark CHARLES W. MORGAN of New Bedford, Massachusetts, John Theophelus Gonsalves, master, for a voyage to the Atlantic Ocean whaling grounds. Contains whale stamps. Made 4 ports-of-call. The Morgan's last official whaling voyage, the 37th of her career.	1920	New Bedford, MA	1921		MSM		2018-10-01	AC	AM2249	AS0089	AV02737	John Theophelus Gonsalves	MSM	Log 161		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=12028137	https://research.mysticseaport.org/item/l036682/			http://images.mysticseaport.org/images/l036682/l036682-014-r.jpg	Log 161, Manuscripts Collection, G.W. Blunt White Library, Mystic Seaport Museum, Inc.	1920 1921	
AL049019	Journal, 1855 Aug 18-1858 May 5 CLARA BELL	Journal kept by Robert Weir on board the bark CLARA BELL of Mattapoisett, Massachusetts, Charles H. Robbins, master, for a voyage to the Atlantic and Indian Ocean whaling grounds. Contains illustrations and mentions scrimshaw. Made 13 ports-of-call and spoke 48 vessels.	1855	Mattapoisett, MA	1858		MSM		2018-09-06	AC	AM4113	AS1106	AV02908	Charles H. Robbins	MSM	Log 164		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=12028259	https://research.mysticseaport.org/item/l036684/	Robert Weir			Log 164, Manuscripts Collection, G.W. Blunt White Library, Mystic Seaport Museum, Inc.	1855 1856 1857 1858	
AL049020	Journal , 1887-1888 Francis Allyn (Schooner)	Journal, 1887-1888, kept by George Comer on board the schooner FRANCIS ALLYN of New London Conn., Joseph J. Fuller, master, for a voyage to Desolation Island sealing grounds. Made 12 ports-of-call.	1887	New London, CT	1888		MSM		2018-09-06	AC	AM2056	AS0758	AV05189	Joseph F. Fuller	MSM	Log 190	MR 33	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11722737	https://research.mysticseaport.org/item/l030882/	George Comer	AM1276	http://images.mysticseaport.org/images/l030882/l030882-032-r.jpg	Log 190, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1887 1888 1889	
AL049021	Logbook, 1843 Aug 17 – 1845, April. Stonington	Logbook kept on board the ship STONINGTON of New London, Conn., by George W. Hamley, master, for a whaling voyage to the Indian, Pacific, and South Atlantic Ocean whaling grounds. Contains whale stamps. Made 17 ports-of-call and spoke 25 vessels.	1843	New London, CT	1845		MSM		2018-09-11	AC	AM2390	AS2437	AV13488	George W. Hamley	MSM	Log 335		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11764093	https://research.mysticseaport.org/item/l031958/				Log 335, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc	1843 1844 1845 1846 1847	
AL049022	Logbook, 1846 Feb 28 – 1847 Sep 29 Stonington	Logbook kept by Abanson Fournier on board the ship STONINGTON of New London, Conn., George W. Hamley, master, for a voyage from Tasmania to the Pacific Ocean whaling grounds and during the time the ship was commandeered at San Diego, Calif., for Mexican war service. Capt. Hamley was captured at San Blas, Mexico, and Alanson Fournier took command for the passage home. Contains whale stamps.	1846	New London, CT	1847		MSM		2018-09-11	AC	AM2390, AM2014	AS2437	AV13488	George W. Hamley; Alanson Fournier	MSM	Log 335		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11765026	https://research.mysticseaport.org/item/l031976/	Abanson Fournier			Log 335, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1843 1844 1845 1846 1847	
AL049023	Journal [manuscript], 1845 - 1847 Cynosure (Bark)	Journal kept by Nicholas C. Anthony on board the bark CYNOSURE of Stonington, CT, Walter Simonds, master, during a whaling voyage in the Atlantic Ocean. Made 16 ports-of-call.	1845	Stonington, CT	1847		MSM		2018-09-06	AC	AM4376	AS1180	AV03521	Walter Simonds	MSM	Log 37		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11602848	https://research.mysticseaport.org/item/l028700/	Nicholas C. Anthony		http://images.mysticseaport.org/images/l028700/l028700-024.jpg	Log 37 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1845 1846 1847	
AL049024	Logbook [manuscript], 1853 – 1854 Petrel	Logbook kept by Nicholas C. Anthony on board the ship PETREL of New Bedford, MA, Moses G. Tucker, master, during a whaling voyage to the Pacific Ocean. Made 3 ports-of-call, spoke 23 other vessels, contains ship's stamps and whale stamps.	1853	New Bedford, MA	1854		MSM		2019-07-09	DTC	AM5109	AS0545	AV11472	Moses G. Tucker	MSM	Log 37		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11603785	https://research.mysticseaport.org/item/l028700/	Nicholas C. Anthony	AE114721034, AM0156	http://images.mysticseaport.org/images/l028700/l028700-024.jpg	Log 37 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1853 1854	
AL049025	Abstract log [manuscript], 1852-1853 Topaz	Abstract log kept by Nicholas C. Anthony, master on board the brig TOPAZ of New London, Connecticut during a whaling passage to the coast of Patagonia. Contains navigation data.	1852	New London, CT	1853		MSM		2019-07-09	DTC	AM0156	AS2504	AV14008	Nicholas C. Anthony	MSM	Log 37		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11603731	https://research.mysticseaport.org/item/l028700/	Nicholas C. Anthony	AM0156	http://images.mysticseaport.org/images/l028700/l028700-024.jpg	Log 37 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1852 1853	
AL049026	Logbook [manuscript], 1847, October 11 William Lee	Fragment of log, October 11, 1847, kept by Nicholas C. Anthony on board the ship WILLIAM LEE of Newport, R.I., Elihu L. Wimpenny, master; Henry B. Hunford, first mate, during a whaling passage. Spoke one other vessel.	1847	Newport, RI	1847		MSM		2019-07-09	DTC	AM5393	AS2614	AV15668	Elihu L. Wimpenny	MSM	Log 37		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11603079	https://research.mysticseaport.org/item/l028700/	Nicholas C. Anthony	AM0156	http://images.mysticseaport.org/images/l028700/l028700-024.jpg	Log 37 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1847	
AL049027	Logbook [manuscript], 1850  – 1851 William Lee	Logbook kept by Nicholas C. Anthony on board the ship WILLIAM LEE of Newport, R.I., Samuel Lee, master, during a whaling passage in the Indian Ocean. Made 10 ports-of-call, spoke 23 other vessels, and contains whale stamps and ship's stamps.	1850	Newport, RI	1851		MSM		2019-07-09	DTC	AM3077	AS2614	AV15669	Samuel Lee	MSM	Log 37		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11603182	https://research.mysticseaport.org/item/l028700/	Nicholas C. Anthony	AM0156	http://images.mysticseaport.org/images/l028700/l028700-024.jpg	Log 37 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1850 1851	
AL049028	Logbook, 1845 – 1848 Tiger	Journal, 1845-1848, kept by Mrs. William E. Brewster on board the ship TIGER of Stonington, William E. Brewster, master, Durcott, first mate, during a whaling passage to the Indian Ocean and Northwest Coast. Made 18 ports-of-call, spoke 32 other vessels, reports sighting a shipwreck, reports death of John Perkins when a whale stove the bow boat and contains whale stamps.	1845	Stonington, CT	1848		MSM		2018-09-11	AC	AM0589	AS2501	AV13970	William E. Brewster	MSM	Log 38	MR 82	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11606048	https://research.mysticseaport.org/item/l028710/	Mrs. William E. Brewster		http://images.mysticseaport.org/images/l028710/l028710-026-r.gif	Log 38 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1845 1846 1847 1848	
AL049029	Logbook, 1848-1849 Tiger	Journal, 1848-1849, kept by Mrs. Mary Brewster on board the ship TIGER of Stonington, Connecticut, William E. Brewster, master, Durcott, first mate, during a whaling passage to the Northwest coast and Arctic Ocean. Made 6 ports-of-call, spoke 23 other vessels.	1848	Stonington, CT	1849		MSM		2018-09-11	AC	AM0589	AS2501	AV13971	William E. Brewster	MSM	Log 38	MR 82	http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11605349	https://research.mysticseaport.org/item/l028714/	Mrs. Mary Brewster		http://images.mysticseaport.org/images/l028714/l028714-002-r.gif	Log 38 , Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1848 1849 1850 1851	
AL049030	Journal, 1875-1878 Ohio	Journal kept on board the bark Ohio of New Bedford, Mass., Fred H. Smith, master, for a voyage to the Atlantic Ocean whaling grounds. Contains actual wooden whale stamp, crew list, illustrations, verse, inventories of ships stores and of whale oil. Mentions death at sea and shipwreck. Made 7 ports-of-call and spoke 31 vessels.	1875	New Bedford, MA	1878		MSM		2018-09-06	AC	AM4486	AS0516	AV10799	Fred H. Smith	MSM	Log 400		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=12030478	https://research.mysticseaport.org/item/l033889/			http://images.mysticseaport.org/images/l033889/l033889-003-r.gif	Log 400, Manuscripts Collection, G.W. Blunt White Library, Mystic Seaport Museum, Inc.	1875 1876 1877 1878	
AL049031	Journal, 1871-1874 Charles W. Morgan	Journal kept by Hiram W. Look, on board the ship CHARLES W. MORGAN of New Bedford, Massachusetts, John M. Tinkham, master, for a voyage to the Indian Ocean whaling grounds. Made 3 ports-of-call.	1871	New Bedford, MA	1874		MSM		2018-09-06	AC	AM5040	AS0089	AV02722	John M. Tinkham	MSM	Log 409		http://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11869593	https://research.mysticseaport.org/item/l034391/	Hiram W. Look		http://images.mysticseaport.org/images/l034391/l034391-07-r.jpg	Log 409, Manuscripts Collection, G. W. Blunt White Library, Mystic Seaport Museum, Inc.	1871 1872 1873 1874	
