DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD14602	1-460	AV13273	South Boston : 1838-1839	AS2407	South Boston	AA1108	Sawin, Ezekial	AM0790	Butler, Peter Fitch, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n497	1838 1839	Fairhaven, MA	2021-10-04	
AD14603	1-460	AV13274	South Boston : 1840-1842	AS2407	South Boston	AA1110	Sawin, Ezekiel	AM1447	Crowell, Joseph M.	https://archive.org/details/abstractsofwhali1183denn/page/n497	1840 1841 1842	Fairhaven, MA	2021-10-04	
AD14604	1-460	AV13275	South Boston : 1842-1845	AS2407	South Boston	AA1110	Sawin, Ezekiel	AM1447	Crowell, Joseph M.	https://archive.org/details/abstractsofwhali1183denn/page/n497	1842 1843 1844 1845	Fairhaven, MA	2021-10-04	
AD14611	1-461	AV11746	Plato : 1840-1842	AS0621	Plato	AA0978	Perry, Daniel	AM0781	Butler, Charles	https://archive.org/details/abstractsofwhali1183denn/page/n498	1840 1841 1842	New Bedford, MA	2021-10-04	
AD14612	1-461	AV13420	Stanton : 1836-1839	AS2428	Stanton	AA1297	Tripp, Lemuel C.	AM5701	Delano, John A.	https://archive.org/details/abstractsofwhali1183denn/page/n498	1836 1837 1838 1839	Fairhaven, MA	2021-10-04	
AD14613	1-461	AV15855	Yeoman : 1843-1845	AS2642	Yeoman			AM2253	Gooding, John, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n498	1843 1844 1845	Plymouth, MA	2021-10-04	
AD14621	1-462	AV13173	Shylock : 1837-1838	AS2390	Shylock	AA0780	Luce, Stephen C.	AM4937	Taber, Charles Spooner	https://archive.org/details/abstractsofwhali1183denn/page/n499	1837 1838	Rochester, MA	2021-10-04	
AD14622	1-462	AV13174	Shylock : 1839-1840	AS2390	Shylock	AA0780	Luce, Stephen C.	AM4937	Taber, Charles Spooner	https://archive.org/details/abstractsofwhali1183denn/page/n499	1839 1840	Rochester, MA	2021-10-04	
AD14623	1-462	AV13315	Spartan : 1841-1842	AS2410	Spartan	AA0922	Nickerson, Stephen	AM4410	Small, James Hopkins	https://archive.org/details/abstractsofwhali1183denn/page/n499	1841 1842	Provincetown, MA	2021-10-04	
AD14624	1-462	AV13316	Spartan : 1842-1843	AS2410	Spartan	AA0922	Nickerson, Stephen	AM4410	Small, James Hopkins	https://archive.org/details/abstractsofwhali1183denn/page/n499	1842 1843	Provincetown, MA	2021-10-04	
AD14631	1-463	AV12842	Sarah : 1840-1842	AS0637	Sarah	AA0097	Barstow, Gideon & Son	AM3977	Purrington, Isaiah	https://archive.org/details/abstractsofwhali1183denn/page/n500	1840 1841 1842	Mattapoisett, MA	2021-10-04	
AD14632	1-463	AV12843	Sarah : 1842-1843	AS0637	Sarah	AA0097	Barstow, Gideon & Son	AM1472	Cushing, Elnathan H.	https://archive.org/details/abstractsofwhali1183denn/page/n500	1842 1843	Mattapoisett, MA	2021-10-04	
AD14633	1-463	AV12881	Sarah : 1837-1838	AS0637	Sarah	AA0097	Barstow, Gideon & Son	AM3365	Mayhew, Bartlett, II	https://archive.org/details/abstractsofwhali1183denn/page/n500	1837 1838	Rochester, MA (Mattapoisett)	2021-10-04	
AD14634	1-463	AV12882	Sarah : 1838-1839	AS0637	Sarah	AA0097	Barstow, Gideon & Son	AM3977	Purrington, Isaiah	https://archive.org/details/abstractsofwhali1183denn/page/n500	1838 1839	Rochester, MA (Mattapoisett)	2021-10-04	
AD14635	1-463	AV12883	Sarah : 1839-1840	AS0637	Sarah	AA0097	Barstow, Gideon & Son	AM3977	Purrington, Isaiah	https://archive.org/details/abstractsofwhali1183denn/page/n500	1839 1840	Rochester, MA (Mattapoisett)	2021-10-04	
AD14641	1-464	AV13342	Splendid : 1835-1839	AS2420	Splendid	AA0936	Osborn, Abraham	AM3189	Luce, Jason	https://archive.org/details/abstractsofwhali1183denn/page/n501	1835 1836 1837 1838 1839	Edgartown, MA	2021-10-04	
AD14642	1-464	AV13343	Splendid : 1839-1843	AS2420	Splendid	AA0936	Osborn, Abraham	AM1135	Coffin, Edwin	https://archive.org/details/abstractsofwhali1183denn/page/n501	1839 1840 1841 1842 1843	Edgartown, MA	2021-10-04	
AD14643	1-464	AV13345	Splendid : 1843-1846	AS2420	Splendid	AA0936	Osborn, Abraham	AM4532	Smith, Otis	https://archive.org/details/abstractsofwhali1183denn/page/n501	1843 1844 1845 1846	Edgartown, MA	2021-10-04	
AD14651	1-465	AV13581	Susan : 1833-1837	AS2454	Susan	AA0859	Mitchell, Aaron	AM4782	Swain, Frederick, II	https://archive.org/details/abstractsofwhali1183denn/page/n502	1833 1834 1835 1836 1837	Nantucket, MA	2021-10-04	
AD14652	1-465	AV13582	Susan : 1837-1841	AS2454	Susan	AA0859	Mitchell, Aaron	AM4206	Russell, Reuben	https://archive.org/details/abstractsofwhali1183denn/page/n502	1837 1838 1839 1840 1841	Nantucket, MA	2021-10-04	
AD14653	1-465	AV13583	Susan : 1841-1846	AS2454	Susan	AA0859	Mitchell, Aaron	AM4206	Russell, Reuben	https://archive.org/details/abstractsofwhali1183denn/page/n502	1841 1842 1843 1844 1845 1846	Nantucket, MA	2021-10-04	
AD14661	1-466	AV12864	Sarah : 1834-1837	AS2358	Sarah	AA0272	Coffin, Jared	AM2635	Holley, Joseph	https://archive.org/details/abstractsofwhali1183denn/page/n503	1834 1835 1836 1837	Nantucket, MA	2021-10-04	
AD14662	1-466	AV12865	Sarah : 1839-1843	AS2358	Sarah	AA0430	Elkins, George B.	AM5131	Upham, William	https://archive.org/details/abstractsofwhali1183denn/page/n503	1839 1840 1841 1842 1843	Nantucket, MA	2021-10-04	
AD14663	1-466	AV12867	Sarah : 1843-1846	AS2358	Sarah	AA0430	Elkins, George B.	AM3530	Myrick, Frederick W.	https://archive.org/details/abstractsofwhali1183denn/page/n503	1843 1844 1845 1846	Nantucket, MA	2021-10-04	
AD14671	1-467	AV13439	Statira : 1834-1838	AS0613	Statira	AA1301	Tuck, Samuel B.	AM0809	Cannon, George, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n504	1834 1835 1836 1837 1838	Nantucket, MA	2021-10-04	
AD14672	1-467	AV13440	Statira : 1839-1843	AS0613	Statira	AA1301	Tuck, Samuel B.	AM1927	Folger, Barzillai T.	https://archive.org/details/abstractsofwhali1183denn/page/n504	1839 1840 1841 1842 1843	Nantucket, MA	2021-10-04	
AD14673	1-467	AV13441	Statira : 1843-1845	AS0613	Statira	AA0564	Hathaway & Luce	AM0022	Adams, Joseph S., Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n504	1843 1844 1845	New Bedford, MA	2021-10-04	
AD14681	1-468	AV13302	Spartan : 1835-1839	AS0633	Spartan	AA0698	Jones, Daniel	AM1125	Coffin, David U.	https://archive.org/details/abstractsofwhali1183denn/page/n505	1835 1836 1837 1838 1839	Nantucket, MA	2021-10-04	
AD14682	1-468	AV13303	Spartan : 1839-1843	AS0633	Spartan	AA0698	Jones, Daniel	AM1125	Coffin, David U.	https://archive.org/details/abstractsofwhali1183denn/page/n505	1839 1840 1841 1842 1843	Nantucket, MA	2021-10-04	
AD14683	1-468	AV13304	Spartan : 1843-1847	AS0633	Spartan	AA0698	Jones, Daniel	AM1889	Fisher, Nehemiah C.	https://archive.org/details/abstractsofwhali1183denn/page/n505	1843 1844 1845 1846 1847	Nantucket, MA	2021-10-04	
AD14691	1-469	AV12985	Sea Bird : 1842-1843	AS2363	Sea Bird	AA0209	Chase, Gilbert	AM0357	Barney, George W.	https://archive.org/details/abstractsofwhali1183denn/page/n506	1842 1843	Newport, RI	2021-10-04	
AD14692	1-469	AV12812	Samuel Wright : 1836-1839	AS2337	Samuel Wright	AA0940	Osgood, John B.	AM1142	Coffin, Francis C.	https://archive.org/details/abstractsofwhali1183denn/page/n506	1836 1837 1838 1839	Salem, MA	2021-10-04	
AD14693	1-469	AV12813	Samuel Wright : 1839-1840	AS2337	Samuel Wright	AA0940	Osgood, John B.	AM1142	Coffin, Francis	https://archive.org/details/abstractsofwhali1183denn/page/n506	1839 1840	Salem, MA	2021-10-04	
AD14694	1-469	AV12984	Sea Bird : 1841-1842	AS2363	Sea Bird			AM5088	Tripp, Isaac, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n506	1841 1842	Newport, RI	2021-10-04	
AD14701	1-470	AV12824	Sapphire : 1836-1839	AS2341	Sapphire	AA0990	Phillips, Stephen C.	AM3373	Mayhew, Matthew	https://archive.org/details/abstractsofwhali1183denn/page/n507	1836 1837 1838 1839	Salem, MA	2021-10-04	
AD14702	1-470	AV12826	Sapphire : 1839-1842	AS2341	Sapphire	AA0990	Phillips, Stephen C.	AM0829	Cartwright, Alexander	https://archive.org/details/abstractsofwhali1183denn/page/n507	1839 1840 1841 1842	Salem, MA	2021-10-04	
AD14703	1-470	AV13267	South America : 1843-1846	AS0620	South America	AA0454	Fletcher, Thomas	AM4611	Sowle, Nathaniel W.	https://archive.org/details/abstractsofwhali1183denn/page/n507	1843 1844 1845 1846	Providence, RI	2021-10-04	
AD14711	1-471	AV12976	Scotland : 1845-1851	AS0618	Scotland	AA0478	French & Coffin	AM4556	Smith, Veranus	https://archive.org/details/abstractsofwhali1183denn/page/n508	1845 1846 1847 1848 1849	Nantucket, MA	2021-10-04	
AD14712	1-471	AV13433	Statesman : 1836-1838	AS2433	Statesman	AA0174	Bryant, Timothy, Jr.	AM1120	Coffin, Charles N.	https://archive.org/details/abstractsofwhali1183denn/page/n508	1836 1837 1838	Salem, MA	2021-10-04	
AD14713	1-471	AV13434	Statesman : 1838-1842	AS2433	Statesman	AA0940	Osgood, John B.	AM1120	Coffin, Charles N.	https://archive.org/details/abstractsofwhali1183denn/page/n508	1838 1839 1840 1841 1842	Salem, MA	2021-10-04	
AD14714	1-471	AV13435	Statesman : 1842-1844	AS2433	Statesman	AA0940	Osgood, John B.	AM1593	Doane, Elisha	https://archive.org/details/abstractsofwhali1183denn/page/n508	1842 1843 1844	Salem, MA	2021-10-04	
AD14721	1-472	AV12885	Sarah and Esther : 1841-1842	AS2342	Sarah and Esther			AM3020	Lambert, William M.	https://archive.org/details/abstractsofwhali1183denn/page/n509	1841 1842	Edgartown, MA	2021-10-04	
AD14722	1-472	AV12886	Sarah and Esther : 1843-1844	AS2342	Sarah and Esther	AA0680	Ireland, Wells & Carpenter	AM2441	Harlow, David B.	https://archive.org/details/abstractsofwhali1183denn/page/n509	1843 1844	Greenport, NY	2021-10-04	
AD14723	1-472	AV12973	Science : 1834-1838	AS0609	Science	AA0203	Chadwick & Davis	AM5281	Whippey, Alexander	https://archive.org/details/abstractsofwhali1183denn/page/n509	1834 1835 1836 1837 1838	Portland, ME	2021-10-04	
AD14724	1-472	AV12974	Science : 1838-1841	AS0609	Science	AA0004	Adams, Caleb	AM5281	Whippey, Alexander	https://archive.org/details/abstractsofwhali1183denn/page/n509	1838 1839 1840 1841	Portland, ME	2021-10-04	
AD14731	1-473	AV13154	Shepherdess : 1842-1844	AS2385	Shepherdess	AA1024	Randall, J. & W. P.	AM1069	Clift, Hiram	https://archive.org/details/abstractsofwhali1183denn/page/n510	1842 1843 1844	Mystic, CT	2021-10-04	
AD14732	1-473	AV12495	Romulus : 1842-1845	AS2312	Romulus			AM2633	Holdridge, John	https://archive.org/details/abstractsofwhali1183denn/page/n510	1842 1843 1844 1845	Mystic, CT	2021-10-04	
AD14733	1-473	AV12719	Sailor’s Return : 1837-1838	AS2334	Sailor’s Return			AM4565	Smyley, William H.	https://archive.org/details/abstractsofwhali1183denn/page/n510	1837 1838	Newport, RI	2021-10-04	
AD14734	1-473	AV12720	Sailor’s Return : 1838	AS2334	Sailor’s Return	AA1088	Ruggles, N. S.	AM4565	Smyley, William H.	https://archive.org/details/abstractsofwhali1183denn/page/n510	1838	Newport, RI	2021-10-04	
AD14741	1-474	AV12927	Sarah Lee : 1835-1837	AS2350	Sarah Lee	AA0391	DeWolf, William Henry	AM5218	Weeks, William	https://archive.org/details/abstractsofwhali1183denn/page/n511	1835 1836 1837	Bristol, RI	2021-10-04	
AD14742	1-474	AV12929	Sarah Lee : 1840-1841	AS2350	Sarah Lee	AA0391	DeWolf, William Henry	AM0493	Blye, William M.	https://archive.org/details/abstractsofwhali1183denn/page/n511	1840 1841	Bristol, RI	2021-10-04	
AD14743	1-474	AV12930	Sarah Lee : 1841	AS2350	Sarah Lee					https://archive.org/details/abstractsofwhali1183denn/page/n511	1841	Bristol, RI	2021-10-04	
AD14744	1-474	AV11632	Phoenix : 1840	AS2190	Phoenix	AA1138	Small, Leonard	AM4407	Small, Leonard	https://archive.org/details/abstractsofwhali1183denn/page/n511	1840	Provincetown, MA	2021-10-04	
AD14745	1-474	AV11634	Phoenix : 1841	AS2190	Phoenix	AA1138	Small, Leonard	AM4407	Small, Leonard	https://archive.org/details/abstractsofwhali1183denn/page/n511	1841	Provincetown, MA	2021-10-04	
AD14746	1-474	AV11636	Phoenix : 1842-1843	AS2190	Phoenix	AA1138	Small, Leonard	AM4407	Small, Leonard	https://archive.org/details/abstractsofwhali1183denn/page/n511	1842 1843	Provincetown, MA	2021-10-04	
AD14747	1-474	AV11637	Phoenix : 1843-1844	AS2190	Phoenix	AA1138	Small, Leonard	AM4407	Small, Leonard	https://archive.org/details/abstractsofwhali1183denn/page/n511	1843 1844	Provincetown, MA	2021-10-04	
AD14751	1-475	AV13554	Superior : 1833-1837	AS2448	Superior	AA0128	Billings, N. & W. W.	AM1768	Fitch, Joseph	https://archive.org/details/abstractsofwhali1183denn/page/n512	1833 1834 1835 1836 1837	New London, CT	2021-10-04	
AD14752	1-475	AV13556	Superior : 1838-1840	AS2448	Superior	AA0128	Billings, N. & W. W.	AM3404	McLean, Albert	https://archive.org/details/abstractsofwhali1183denn/page/n512	1838 1839 1840	New London, CT	2021-10-04	
AD14753	1-475	AV13557	Superior : 1840-1842	AS2448	Superior	AA0128	Billings, N. & W. W.	AM3404	McLean, Albert	https://archive.org/details/abstractsofwhali1183denn/page/n512	1840 1841 1842	New London, CT	2021-10-04	
AD14754	1-475	AV13558	Superior : 1842-1844	AS2448	Superior	AA0128	Billings, N. & W. W.	AM2466	Hart, Alexander	https://archive.org/details/abstractsofwhali1183denn/page/n512	1842 1843 1844	New London, CT	2021-10-04	
AD14755	1-475	AV11637	Phoenix : 1843-1844	AS2190	Phoenix	AA1138	Small, Leonard	AM4407	Small, Leonard	https://archive.org/details/abstractsofwhali1183denn/page/n512	1843 1844	Provincetown, MA	2021-10-04	
AD14761	1-476	AV13481	Stonington : 1833-1837	AS2437	Stonington	AA1364	Williams & Barnes	AM3055	Lawton, Benjamin H., Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1833 1834 1835 1836 1837	New London, CT	2021-10-04	
AD14762	1-476	AV13483	Stonington : 1837-1839	AS2437	Stonington	AA1364	Williams & Barnes	AM4065	Rice, John P.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1837 1838 1839	New London, CT	2021-10-04	
AD14763	1-476	AV13484	Stonington : 1839-1840	AS2437	Stonington	AA1364	Williams & Barnes	AM4065	Rice, John P.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1839 1840	New London, CT	2021-10-04	
AD14764	1-476	AV13485	Stonington : 1840-1842	AS2437	Stonington	AA1364	Williams & Barnes	AM4065	Rice, John P.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1840 1841 1842	New London, CT	2021-10-04	
AD14765	1-476	AV13486	Stonington : 1842-1843	AS2437	Stonington	AA1364	Williams & Barnes	AM2389	Hamley, George W.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1842 1843	New London, CT	2021-10-04	
AD14766	1-476	AV13487	Stonington : 1843	AS2437	Stonington			AM2389	Hamley, George W.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1843	New London, CT	2021-10-04	
AD14767	1-476	AV13488	Stonington : 1843-1847	AS2437	Stonington	AA1364	Williams & Barnes	AM2390	Hamley, George W.	https://archive.org/details/abstractsofwhali1183denn/page/n513	1843 1844 1845 1846 1847	New London, CT	2021-10-04	
AD14771	1-477	AV13229	Somerset : 1839-1840	AS2400	Somerset			AM0170	Ash, Benjamin F.	https://archive.org/details/abstractsofwhali1183denn/page/n514	1839 1840	New London, CT	2021-10-04	
AD14781	1-478	AV12962	Saratoga : 1845-1849	AS0614	Saratoga	AA0032	Ashley, Abraham	AM4516	Smith, John R. L.	https://archive.org/details/abstractsofwhali1183denn/page/n515	1845 1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD14782	1-478	AV13569	Superior : 1836-1839	AS0616	Superior	AA1345	Wheeler, William	AM1425	Crocker, Heman	https://archive.org/details/abstractsofwhali1183denn/page/n515	1836 1837 1838 1839	Wilmington, DE	2021-10-04	
AD14783	1-478	AV13570	Superior : 1839-1841	AS0616	Superior	AA1345	Wheeler, William	AM4427	Smalley, Ebenezer	https://archive.org/details/abstractsofwhali1183denn/page/n515	1839 1840 1841	Wilmington, DE	2021-10-04	
AD14784	1-478	AV13994	Timor : 1842-1844	AS2502	Timor	AA0897	Mulford & Sleight	AM1721	Eldridge, Atkins	https://archive.org/details/abstractsofwhali1183denn/page/n515	1842 1843 1844	Sag Harbor, NY	2021-10-04	
AD14791	1-479	AV14152	Tuscaloosa : 1835-1837	AS0652	Tuscaloosa	AA0631	Howland & Hussey	AM2827	Hussey, William	https://archive.org/details/abstractsofwhali1183denn/page/n516	1835 1836 1837	New Bedford, MA	2021-10-04	
AD14792	1-479	AV14153	Tuscaloosa : 1838-1840	AS0652	Tuscaloosa	AA0631	Howland & Hussey	AM2827	Hussey, William A.	https://archive.org/details/abstractsofwhali1183denn/page/n516	1838 1839 1840	New Bedford, MA	2021-10-04	
AD14793	1-479	AV14154	Tuscaloosa : 1840-1844	AS0652	Tuscaloosa	AA0631	Howland & Hussey	AM4943	Taber, Frederick C.	https://archive.org/details/abstractsofwhali1183denn/page/n516	1840 1841 1842 1843 1844	New Bedford, MA	2021-10-04	
AD14801	1-480	AV13986	Timoleon : 1835-1839	AS0649	Timoleon	AA1099	Russell, William T.	AM0737	Bunker, Joshua	https://archive.org/details/abstractsofwhali1183denn/page/n517	1835 1836 1837 1838 1839	New Bedford, MA	2021-10-04	
AD14802	1-480	AV13987	Timoleon : 1839-1843	AS0649	Timoleon	AA0403	Dunbar, Joseph & Co.	AM0409	Baylies, John Alfred	https://archive.org/details/abstractsofwhali1183denn/page/n517	1839 1840 1841 1842 1843	New Bedford, MA	2021-10-04	
AD14803	1-480	AV13988	Timoleon : 1843-1845	AS0649	Timoleon	AA0403	Dunbar, Joseph & Co.	AM3904	Plaskett, William	https://archive.org/details/abstractsofwhali1183denn/page/n517	1843 1844 1845	New Bedford, MA	2021-10-04	
AD14804	1-480	AV13991	Timoleon : 1845-1848	AS0649	Timoleon	AA0403	Dunbar, Joseph & Co.	AM3219	Luscomb, Leonard F.	https://archive.org/details/abstractsofwhali1183denn/page/n517	1845 1846 1847 1848	New Bedford, MA	2021-10-04	
AD14811	1-481	AV14073	Triton : 1834-1838	AS0647	Triton	AA0641	Howland, I., Jr. & Co.	AM0823	Carr, Obed Swain	https://archive.org/details/abstractsofwhali1183denn/page/n518	1834 1835 1836 1837 1838	New Bedford, MA	2021-10-04	
AD14812	1-481	AV14074	Triton : 1838-1841	AS0647	Triton	AA0641	Howland, I., Jr. & Co.	AM3727	Parker, Avery Fortunee	https://archive.org/details/abstractsofwhali1183denn/page/n518	1838 1839 1840 1841	New Bedford, MA	2021-10-04	
